,model,year,transmission,mileage,fuelType,engineSize,Automatic,Manual,OtherTransmission,Semi-Auto,Diesel,Hybrid,OtherFuel,Petrol,price
1866, C Class,2019,Semi-Auto,12880,Diesel,2.0,0,0,0,1,1,0,0,0,24049
1867, C Class,2019,Semi-Auto,7144,Petrol,1.5,0,0,0,1,0,0,0,1,25799
1868, C Class,2019,Semi-Auto,10061,Petrol,1.5,0,0,0,1,0,0,0,1,25299
1869, C Class,2019,Semi-Auto,14009,Petrol,1.5,0,0,0,1,0,0,0,1,19849
1870, C Class,2019,Semi-Auto,13938,Petrol,1.5,0,0,0,1,0,0,0,1,19849
1871, C Class,2019,Semi-Auto,10272,Petrol,1.5,0,0,0,1,0,0,0,1,25949
1872, C Class,2019,Semi-Auto,7382,Petrol,1.5,0,0,0,1,0,0,0,1,26449
1873, C Class,2016,Semi-Auto,34400,Diesel,2.1,0,0,0,1,1,0,0,0,20199
1874, C Class,2017,Semi-Auto,21212,Diesel,2.1,0,0,0,1,1,0,0,0,23999
1875, C Class,2019,Semi-Auto,2000,Petrol,1.5,0,0,0,1,0,0,0,1,31199
1876, C Class,2019,Semi-Auto,15764,Petrol,1.5,0,0,0,1,0,0,0,1,24249
1877, C Class,2019,Manual,2000,Diesel,1.6,0,1,0,0,1,0,0,0,23199
1878, C Class,2019,Semi-Auto,16121,Diesel,2.0,0,0,0,1,1,0,0,0,25499
1879, C Class,2019,Semi-Auto,12394,Diesel,2.0,0,0,0,1,1,0,0,0,20999
1880, C Class,2018,Semi-Auto,6501,Diesel,1.6,0,0,0,1,1,0,0,0,18449
1881, C Class,2019,Semi-Auto,8559,Diesel,2.0,0,0,0,1,1,0,0,0,29749
1882, C Class,2019,Semi-Auto,2000,Diesel,2.0,0,0,0,1,1,0,0,0,28799
1883, C Class,2017,Semi-Auto,33475,Petrol,3.0,0,0,0,1,0,0,0,1,27699
1884, C Class,2017,Semi-Auto,19906,Petrol,2.0,0,0,0,1,0,0,0,1,22399
1885, C Class,2019,Semi-Auto,3822,Petrol,2.0,0,0,0,1,0,0,0,1,34499
1886, C Class,2019,Semi-Auto,10525,Diesel,2.0,0,0,0,1,1,0,0,0,30249
1887, C Class,2019,Semi-Auto,20480,Petrol,1.5,0,0,0,1,0,0,0,1,21449
1888, C Class,2019,Semi-Auto,13516,Petrol,1.5,0,0,0,1,0,0,0,1,19899
1889, C Class,2019,Semi-Auto,15669,Petrol,1.5,0,0,0,1,0,0,0,1,19599
1890, C Class,2019,Semi-Auto,13894,Diesel,2.0,0,0,0,1,1,0,0,0,25749
1891, C Class,2019,Semi-Auto,8214,Petrol,1.5,0,0,0,1,0,0,0,1,26299
1892, C Class,2015,Semi-Auto,46000,Diesel,2.1,0,0,0,1,1,0,0,0,14899
1893, C Class,2019,Semi-Auto,5766,Diesel,2.0,0,0,0,1,1,0,0,0,29699
1894, C Class,2019,Semi-Auto,15391,Diesel,2.0,0,0,0,1,1,0,0,0,25599
1895, C Class,2018,Semi-Auto,11896,Petrol,1.5,0,0,0,1,0,0,0,1,23899
1896, C Class,2019,Semi-Auto,11700,Petrol,1.5,0,0,0,1,0,0,0,1,26499
1897, C Class,2019,Semi-Auto,15028,Petrol,1.5,0,0,0,1,0,0,0,1,24399
1898, C Class,2019,Semi-Auto,5005,Diesel,2.0,0,0,0,1,1,0,0,0,28299
1899, C Class,2019,Semi-Auto,14496,Petrol,1.5,0,0,0,1,0,0,0,1,20299
1900, C Class,2019,Semi-Auto,5979,Petrol,2.0,0,0,0,1,0,0,0,1,29999
1901, C Class,2019,Semi-Auto,10776,Diesel,2.0,0,0,0,1,1,0,0,0,20849
1902, C Class,2019,Semi-Auto,2874,Diesel,2.0,0,0,0,1,1,0,0,0,29649
1903, C Class,2019,Semi-Auto,13731,Diesel,2.0,0,0,0,1,1,0,0,0,20999
1904, C Class,2019,Semi-Auto,14936,Diesel,2.0,0,0,0,1,1,0,0,0,25699
1905, C Class,2019,Semi-Auto,15067,Diesel,2.0,0,0,0,1,1,0,0,0,25699
1906, C Class,2017,Semi-Auto,35600,Petrol,2.0,0,0,0,1,0,0,0,1,14999
1907, C Class,2019,Semi-Auto,6266,Diesel,2.0,0,0,0,1,1,0,0,0,29999
1908, C Class,2016,Semi-Auto,42500,Diesel,2.1,0,0,0,1,1,0,0,0,14499
1909, C Class,2016,Semi-Auto,26000,Diesel,2.1,0,0,0,1,1,0,0,0,19499
1910, C Class,2019,Semi-Auto,9063,Diesel,2.0,0,0,0,1,1,0,0,0,24299
1911, C Class,2019,Semi-Auto,15242,Diesel,2.0,0,0,0,1,1,0,0,0,23499
1912, C Class,2019,Semi-Auto,7000,Diesel,2.0,0,0,0,1,1,0,0,0,25500
1913, C Class,2016,Automatic,18648,Petrol,3.0,1,0,0,0,0,0,0,1,30500
1914, C Class,2019,Automatic,2800,Petrol,4.0,1,0,0,0,0,0,0,1,67000
1915, C Class,2017,Semi-Auto,46512,Diesel,2.1,0,0,0,1,1,0,0,0,22000
1916, C Class,2017,Semi-Auto,29543,Diesel,2.1,0,0,0,1,1,0,0,0,20600
1917, C Class,2020,Semi-Auto,100,Diesel,2.0,0,0,0,1,1,0,0,0,34500
1918, C Class,2020,Semi-Auto,100,Diesel,2.0,0,0,0,1,1,0,0,0,34500
1919, C Class,2020,Semi-Auto,100,Diesel,2.0,0,0,0,1,1,0,0,0,30500
1920, C Class,2020,Semi-Auto,100,Diesel,2.0,0,0,0,1,1,0,0,0,34500
1921, C Class,2020,Semi-Auto,100,Diesel,2.0,0,0,0,1,1,0,0,0,34500
1922, C Class,2019,Semi-Auto,10651,Diesel,2.1,0,0,0,1,1,0,0,0,24648
1923, C Class,2017,Semi-Auto,9880,Petrol,2.0,0,0,0,1,0,0,0,1,27799
1924, C Class,2017,Semi-Auto,14263,Petrol,4.0,0,0,0,1,0,0,0,1,43949
1925, C Class,2017,Semi-Auto,40782,Diesel,2.1,0,0,0,1,1,0,0,0,20500
1926, C Class,2018,Semi-Auto,12745,Diesel,2.0,0,0,0,1,1,0,0,0,23389
1927, C Class,2019,Semi-Auto,19526,Petrol,1.5,0,0,0,1,0,0,0,1,22800
1928, C Class,2019,Automatic,8820,Diesel,2.0,1,0,0,0,1,0,0,0,28400
1929, C Class,2017,Semi-Auto,21657,Diesel,2.1,0,0,0,1,1,0,0,0,19000
1930, C Class,2019,Semi-Auto,10936,Diesel,2.0,0,0,0,1,1,0,0,0,27850
1931, C Class,2019,Semi-Auto,5678,Diesel,2.0,0,0,0,1,1,0,0,0,26500
1932, C Class,2019,Semi-Auto,13654,Petrol,1.5,0,0,0,1,0,0,0,1,25399
1933, C Class,2019,Semi-Auto,10925,Diesel,2.0,0,0,0,1,1,0,0,0,20849
1934, C Class,2019,Semi-Auto,13810,Diesel,2.0,0,0,0,1,1,0,0,0,20449
1935, C Class,2019,Semi-Auto,9168,Diesel,2.0,0,0,0,1,1,0,0,0,29799
1936, C Class,2019,Semi-Auto,1867,Petrol,2.0,0,0,0,1,0,0,0,1,28499
1937, C Class,2019,Semi-Auto,10837,Diesel,2.0,0,0,0,1,1,0,0,0,30149
1938, C Class,2019,Semi-Auto,9445,Petrol,1.5,0,0,0,1,0,0,0,1,26099
1939, C Class,2019,Semi-Auto,14380,Petrol,1.5,0,0,0,1,0,0,0,1,19799
1940, C Class,2019,Semi-Auto,14160,Petrol,1.5,0,0,0,1,0,0,0,1,19799
1941, C Class,2019,Semi-Auto,15012,Diesel,2.0,0,0,0,1,1,0,0,0,25549
1942, C Class,2019,Semi-Auto,11805,Petrol,1.5,0,0,0,1,0,0,0,1,25699
1943, C Class,2019,Semi-Auto,9961,Diesel,2.0,0,0,0,1,1,0,0,0,26399
1944, C Class,2019,Semi-Auto,17549,Petrol,1.5,0,0,0,1,0,0,0,1,23549
1945, C Class,2019,Semi-Auto,10211,Petrol,1.5,0,0,0,1,0,0,0,1,25299
1946, C Class,2020,Semi-Auto,100,Diesel,2.0,0,0,0,1,1,0,0,0,31000
1947, C Class,2020,Semi-Auto,700,Diesel,2.0,0,0,0,1,1,0,0,0,30500
1948, C Class,2020,Semi-Auto,100,Diesel,2.0,0,0,0,1,1,0,0,0,30500
1949, C Class,2016,Semi-Auto,36074,Diesel,1.6,0,0,0,1,1,0,0,0,17399
1950, C Class,2019,Semi-Auto,2277,Petrol,1.5,0,0,0,1,0,0,0,1,26799
1951, C Class,2019,Semi-Auto,9486,Diesel,2.0,0,0,0,1,1,0,0,0,31499
1952, C Class,2019,Semi-Auto,10597,Petrol,1.5,0,0,0,1,0,0,0,1,25249
1953, C Class,2019,Semi-Auto,2570,Diesel,2.0,0,0,0,1,1,0,0,0,31999
1954, C Class,2019,Semi-Auto,5789,Diesel,2.0,0,0,0,1,1,0,0,0,28999
1955, C Class,2019,Semi-Auto,4606,Diesel,2.0,0,0,0,1,1,0,0,0,28999
1956, C Class,2019,Semi-Auto,14029,Petrol,1.5,0,0,0,1,0,0,0,1,20299
1957, C Class,2019,Semi-Auto,14481,Petrol,1.5,0,0,0,1,0,0,0,1,20249
1958, C Class,2019,Semi-Auto,8597,Petrol,1.5,0,0,0,1,0,0,0,1,25549
1959, C Class,2019,Semi-Auto,14536,Petrol,1.5,0,0,0,1,0,0,0,1,19749
1960, C Class,2019,Semi-Auto,3696,Petrol,2.0,0,0,0,1,0,0,0,1,26249
1961, C Class,2019,Semi-Auto,11242,Diesel,2.0,0,0,0,1,1,0,0,0,29199
1962, C Class,2019,Semi-Auto,2086,Petrol,1.5,0,0,0,1,0,0,0,1,35199
1963, C Class,2019,Semi-Auto,1714,Petrol,1.5,0,0,0,1,0,0,0,1,27699
1964, C Class,2019,Automatic,1000,Diesel,2.0,1,0,0,0,1,0,0,0,32549
1965, C Class,2019,Automatic,3268,Petrol,2.0,1,0,0,0,0,0,0,1,33199
1966, C Class,2019,Semi-Auto,4793,Diesel,1.6,0,0,0,1,1,0,0,0,26799
1967, C Class,2019,Semi-Auto,4292,Petrol,1.5,0,0,0,1,0,0,0,1,25199
1968, C Class,2019,Semi-Auto,5910,Petrol,1.6,0,0,0,1,0,0,0,1,25199
1969, C Class,2019,Automatic,5307,Diesel,1.6,1,0,0,0,1,0,0,0,27699
1970, C Class,2019,Semi-Auto,5831,Petrol,2.0,0,0,0,1,0,0,0,1,30999
1971, C Class,2019,Semi-Auto,7521,Petrol,1.5,0,0,0,1,0,0,0,1,25699
1972, C Class,2019,Semi-Auto,1839,Petrol,1.5,0,0,0,1,0,0,0,1,25389
1973, C Class,2019,Semi-Auto,2758,Petrol,2.0,0,0,0,1,0,0,0,1,29299
1974, C Class,2019,Semi-Auto,11300,Petrol,3.0,0,0,0,1,0,0,0,1,40649
1975, C Class,2015,Semi-Auto,21539,Diesel,2.1,0,0,0,1,1,0,0,0,16199
1976, C Class,2019,Semi-Auto,7749,Petrol,3.0,0,0,0,1,0,0,0,1,40749
1977, C Class,2019,Semi-Auto,283,Petrol,1.6,0,0,0,1,0,0,0,1,29399
1978, C Class,2017,Semi-Auto,18804,Petrol,4.0,0,0,0,1,0,0,0,1,42299
1979, C Class,2019,Semi-Auto,3668,Petrol,3.0,0,0,0,1,0,0,0,1,38699
1980, C Class,2019,Semi-Auto,1000,Petrol,2.0,0,0,0,1,0,0,0,1,33599
1981, C Class,2019,Automatic,5098,Petrol,1.5,1,0,0,0,0,0,0,1,24299
1982, C Class,2019,Automatic,2584,Diesel,1.6,1,0,0,0,1,0,0,0,27299
1983, C Class,2019,Automatic,4842,Petrol,1.5,1,0,0,0,0,0,0,1,31199
1984, C Class,2019,Semi-Auto,1000,Petrol,1.5,0,0,0,1,0,0,0,1,34039
1985, C Class,2019,Automatic,5415,Petrol,2.0,1,0,0,0,0,0,0,1,32399
1986, C Class,2019,Semi-Auto,1000,Diesel,2.0,0,0,0,1,1,0,0,0,38289
1987, C Class,2019,Automatic,1000,Diesel,2.0,1,0,0,0,1,0,0,0,33719
1988, C Class,2019,Automatic,1000,Diesel,2.0,1,0,0,0,1,0,0,0,32069
1989, C Class,2019,Automatic,1000,Diesel,2.0,1,0,0,0,1,0,0,0,30759
1990, C Class,2019,Semi-Auto,4388,Petrol,1.5,0,0,0,1,0,0,0,1,31899
1991, C Class,2019,Semi-Auto,3624,Diesel,2.0,0,0,0,1,1,0,0,0,31499
1992, C Class,2018,Automatic,8724,Petrol,1.5,1,0,0,0,0,0,0,1,23249
1993, C Class,2018,Automatic,11124,Petrol,1.5,1,0,0,0,0,0,0,1,22899
1994, C Class,2016,Semi-Auto,38265,Diesel,2.1,0,0,0,1,1,0,0,0,18699
1995, C Class,2019,Semi-Auto,1488,Diesel,2.0,0,0,0,1,1,0,0,0,30499
1996, C Class,2019,Automatic,7621,Diesel,2.0,1,0,0,0,1,0,0,0,28589
1997, C Class,2019,Semi-Auto,6618,Diesel,2.0,0,0,0,1,1,0,0,0,31499
1998, C Class,2019,Automatic,6012,Petrol,1.5,1,0,0,0,0,0,0,1,29799
1999, C Class,2019,Semi-Auto,8545,Diesel,2.0,0,0,0,1,1,0,0,0,29399
2000, C Class,2019,Semi-Auto,10785,Diesel,2.0,0,0,0,1,1,0,0,0,26249
2001, C Class,2019,Semi-Auto,14272,Petrol,1.5,0,0,0,1,0,0,0,1,19799
2002, C Class,2019,Semi-Auto,2011,Petrol,2.0,0,0,0,1,0,0,0,1,30049
2003, C Class,2019,Semi-Auto,15499,Petrol,1.5,0,0,0,1,0,0,0,1,23849
2004, C Class,2019,Semi-Auto,13243,Diesel,2.0,0,0,0,1,1,0,0,0,20549
2005, C Class,2016,Semi-Auto,33456,Diesel,2.1,0,0,0,1,1,0,0,0,18349
2006, C Class,2019,Semi-Auto,2838,Petrol,2.0,0,0,0,1,0,0,0,1,34499
2007, C Class,2019,Semi-Auto,5012,Diesel,1.6,0,0,0,1,1,0,0,0,27699
2008, C Class,2019,Semi-Auto,14507,Petrol,1.5,0,0,0,1,0,0,0,1,23799
2009, C Class,2018,Automatic,10577,Petrol,1.5,1,0,0,0,0,0,0,1,22949
2010, C Class,2018,Automatic,7322,Diesel,2.0,1,0,0,0,1,0,0,0,27449
2011, C Class,2019,Semi-Auto,11151,Petrol,1.5,0,0,0,1,0,0,0,1,25899
2012, C Class,2019,Semi-Auto,13070,Diesel,2.0,0,0,0,1,1,0,0,0,20999
2013, C Class,2019,Semi-Auto,8714,Diesel,2.0,0,0,0,1,1,0,0,0,26999
2014, C Class,2019,Semi-Auto,11576,Diesel,2.0,0,0,0,1,1,0,0,0,29799
2015, C Class,2019,Semi-Auto,9172,Petrol,1.5,0,0,0,1,0,0,0,1,25349
2016, C Class,2019,Semi-Auto,14593,Diesel,2.0,0,0,0,1,1,0,0,0,20699
2017, C Class,2016,Semi-Auto,35459,Diesel,2.1,0,0,0,1,1,0,0,0,16499
2018, C Class,2020,Semi-Auto,1000,Petrol,3.0,0,0,0,1,0,0,0,1,48879
2019, C Class,2019,Semi-Auto,9800,Petrol,3.0,0,0,0,1,0,0,0,1,36199
2020, C Class,2019,Semi-Auto,2303,Petrol,2.0,0,0,0,1,0,0,0,1,29849
2021, C Class,2019,Semi-Auto,11842,Petrol,1.5,0,0,0,1,0,0,0,1,24999
2022, C Class,2019,Semi-Auto,8108,Petrol,1.5,0,0,0,1,0,0,0,1,25649
2023, C Class,2019,Semi-Auto,15184,Petrol,1.5,0,0,0,1,0,0,0,1,25149
2024, C Class,2019,Semi-Auto,9785,Petrol,1.5,0,0,0,1,0,0,0,1,26049
2025, C Class,2019,Semi-Auto,12972,Diesel,2.0,0,0,0,1,1,0,0,0,29249
2026, C Class,2019,Semi-Auto,9426,Diesel,2.0,0,0,0,1,1,0,0,0,30499
2027, C Class,2019,Semi-Auto,3723,Diesel,2.0,0,0,0,1,1,0,0,0,31699
2028, C Class,2019,Semi-Auto,14874,Diesel,2.0,0,0,0,1,1,0,0,0,25549
2029, C Class,2019,Semi-Auto,19484,Diesel,2.0,0,0,0,1,1,0,0,0,24799
2030, C Class,2019,Semi-Auto,1000,Diesel,1.6,0,0,0,1,1,0,0,0,31779
2031, C Class,2019,Semi-Auto,1023,Petrol,1.5,0,0,0,1,0,0,0,1,35499
2032, C Class,2019,Semi-Auto,1733,Diesel,2.0,0,0,0,1,1,0,0,0,31899
2033, C Class,2019,Semi-Auto,7027,Petrol,2.0,0,0,0,1,0,0,0,1,29099
2034, C Class,2019,Semi-Auto,5856,Diesel,2.0,0,0,0,1,1,0,0,0,25199
2035, C Class,2019,Semi-Auto,100,Diesel,2.0,0,0,0,1,1,0,0,0,35299
2036, C Class,2019,Semi-Auto,2008,Petrol,1.5,0,0,0,1,0,0,0,1,32399
2037, C Class,2019,Semi-Auto,1906,Petrol,1.5,0,0,0,1,0,0,0,1,29699
2038, C Class,2019,Semi-Auto,630,Petrol,4.0,0,0,0,1,0,0,0,1,66699
2039, C Class,2019,Semi-Auto,124,Petrol,2.0,0,0,0,1,0,0,0,1,36599
2040, C Class,2019,Semi-Auto,2200,Diesel,2.0,0,0,0,1,1,0,0,0,33699
2041, C Class,2019,Semi-Auto,358,Petrol,3.0,0,0,0,1,0,0,0,1,49499
2042, C Class,2020,Semi-Auto,1000,Diesel,1.6,0,0,0,1,1,0,0,0,33469
2043, C Class,2013,Automatic,23790,Diesel,2.1,1,0,0,0,1,0,0,0,12999
2044, C Class,2016,Semi-Auto,17807,Petrol,2.0,0,0,0,1,0,0,0,1,19999
2045, C Class,2019,Semi-Auto,13636,Petrol,1.5,0,0,0,1,0,0,0,1,25399
2046, C Class,2019,Semi-Auto,8588,Petrol,1.5,0,0,0,1,0,0,0,1,26249
2047, C Class,2019,Semi-Auto,10918,Petrol,1.5,0,0,0,1,0,0,0,1,20249
2048, C Class,2019,Semi-Auto,14085,Petrol,1.5,0,0,0,1,0,0,0,1,19849
2049, C Class,2019,Semi-Auto,12187,Petrol,1.5,0,0,0,1,0,0,0,1,25599
2050, C Class,2019,Semi-Auto,13012,Petrol,1.5,0,0,0,1,0,0,0,1,24799
2051, C Class,2019,Semi-Auto,12999,Petrol,1.5,0,0,0,1,0,0,0,1,24799
2052, C Class,2017,Semi-Auto,5376,Petrol,3.0,0,0,0,1,0,0,0,1,37199
2053, C Class,2016,Semi-Auto,22000,Diesel,2.1,0,0,0,1,1,0,0,0,18349
2054, C Class,2019,Semi-Auto,5926,Diesel,2.0,0,0,0,1,1,0,0,0,27199
2055, C Class,2019,Semi-Auto,1768,Diesel,2.0,0,0,0,1,1,0,0,0,29249
2056, C Class,2018,Semi-Auto,15998,Diesel,2.1,0,0,0,1,1,0,0,0,17999
2057, C Class,2019,Semi-Auto,15238,Diesel,2.0,0,0,0,1,1,0,0,0,25199
2058, C Class,2019,Semi-Auto,10,Diesel,2.0,0,0,0,1,1,0,0,0,29749
2059, C Class,2019,Semi-Auto,7351,Petrol,3.0,0,0,0,1,0,0,0,1,43049
2060, C Class,2019,Semi-Auto,8315,Petrol,3.0,0,0,0,1,0,0,0,1,41949
2061, C Class,2019,Semi-Auto,11130,Petrol,3.0,0,0,0,1,0,0,0,1,40649
2062, C Class,2016,Semi-Auto,20801,Diesel,2.1,0,0,0,1,1,0,0,0,21999
2063, C Class,2017,Semi-Auto,26514,Diesel,2.1,0,0,0,1,1,0,0,0,17890
2064, C Class,2019,Semi-Auto,3085,Petrol,2.0,0,0,0,1,0,0,0,1,29427
2065, C Class,2019,Semi-Auto,8070,Petrol,2.0,0,0,0,1,0,0,0,1,27690
2066, C Class,2020,Semi-Auto,2406,Petrol,1.5,0,0,0,1,0,0,0,1,33800
2067, C Class,2020,Semi-Auto,99,Diesel,2.0,0,0,0,1,1,0,0,0,29990
2068, C Class,2020,Semi-Auto,99,Diesel,2.0,0,0,0,1,1,0,0,0,33990
2069, C Class,2019,Semi-Auto,9809,Diesel,2.0,0,0,0,1,1,0,0,0,29000
2070, C Class,2019,Semi-Auto,4589,Diesel,2.0,0,0,0,1,1,0,0,0,30200
2071, C Class,2019,Semi-Auto,7165,Diesel,2.0,0,0,0,1,1,0,0,0,30132
2072, C Class,2019,Semi-Auto,8750,Diesel,2.0,0,0,0,1,1,0,0,0,30000
2073, C Class,2019,Semi-Auto,1000,Petrol,2.0,0,0,0,1,0,0,0,1,33599
2074, C Class,2019,Semi-Auto,1000,Diesel,2.0,0,0,0,1,1,0,0,0,31999
2075, C Class,2019,Semi-Auto,2014,Diesel,2.0,0,0,0,1,1,0,0,0,33799
2076, C Class,2015,Semi-Auto,35000,Diesel,2.1,0,0,0,1,1,0,0,0,15991
2077, C Class,2017,Semi-Auto,76982,Hybrid,2.0,0,0,0,1,0,1,0,0,14990
2078, C Class,2019,Semi-Auto,9625,Petrol,1.5,0,0,0,1,0,0,0,1,25900
2079, C Class,2016,Semi-Auto,25726,Diesel,2.1,0,0,0,1,1,0,0,0,20890
2080, C Class,2018,Semi-Auto,19800,Petrol,2.0,0,0,0,1,0,0,0,1,26000
2081, C Class,2017,Semi-Auto,9714,Diesel,2.1,0,0,0,1,1,0,0,0,25490
2082, C Class,2019,Semi-Auto,14627,Petrol,1.5,0,0,0,1,0,0,0,1,23000
2083, C Class,2019,Semi-Auto,9163,Petrol,1.5,0,0,0,1,0,0,0,1,26299
2084, C Class,2019,Semi-Auto,13591,Petrol,1.5,0,0,0,1,0,0,0,1,19999
2085, C Class,2019,Semi-Auto,4208,Diesel,2.0,0,0,0,1,1,0,0,0,29399
2086, C Class,2014,Semi-Auto,39501,Diesel,2.1,0,0,0,1,1,0,0,0,14999
2087, C Class,2014,Semi-Auto,28000,Petrol,1.6,0,0,0,1,0,0,0,1,11999
2088, C Class,2019,Semi-Auto,3585,Petrol,1.5,0,0,0,1,0,0,0,1,25399
2089, C Class,2019,Semi-Auto,13356,Diesel,2.0,0,0,0,1,1,0,0,0,20799
2090, C Class,2019,Semi-Auto,14375,Diesel,2.0,0,0,0,1,1,0,0,0,20299
2091, C Class,2019,Semi-Auto,14085,Petrol,1.5,0,0,0,1,0,0,0,1,19849
2092, C Class,2019,Semi-Auto,2000,Petrol,1.5,0,0,0,1,0,0,0,1,26899
2093, C Class,2019,Semi-Auto,7163,Diesel,2.0,0,0,0,1,1,0,0,0,30399
2094, C Class,2019,Semi-Auto,3553,Petrol,2.0,0,0,0,1,0,0,0,1,26399
2095, C Class,2019,Semi-Auto,4040,Petrol,1.5,0,0,0,1,0,0,0,1,24699
2096, C Class,2019,Semi-Auto,1000,Diesel,2.0,0,0,0,1,1,0,0,0,32069
2097, C Class,2019,Semi-Auto,4504,Petrol,2.0,0,0,0,1,0,0,0,1,30599
2098, C Class,2019,Semi-Auto,5136,Diesel,1.6,0,0,0,1,1,0,0,0,28799
2099, C Class,2019,Semi-Auto,4701,Diesel,1.6,0,0,0,1,1,0,0,0,30099
2100, C Class,2019,Semi-Auto,1000,Diesel,2.0,0,0,0,1,1,0,0,0,32429
2101, C Class,2019,Semi-Auto,2679,Diesel,2.0,0,0,0,1,1,0,0,0,33599
2102, C Class,2018,Semi-Auto,11961,Diesel,2.1,0,0,0,1,1,0,0,0,25949
2103, C Class,2019,Semi-Auto,7224,Diesel,2.0,0,0,0,1,1,0,0,0,29399
2104, C Class,2019,Semi-Auto,2365,Diesel,2.0,0,0,0,1,1,0,0,0,32049
2105, C Class,2018,Semi-Auto,17000,Diesel,2.1,0,0,0,1,1,0,0,0,23149
2106, C Class,2019,Semi-Auto,4938,Diesel,2.0,0,0,0,1,1,0,0,0,28999
2107, C Class,2014,Semi-Auto,47399,Diesel,2.1,0,0,0,1,1,0,0,0,14299
2108, C Class,2019,Semi-Auto,2000,Petrol,1.5,0,0,0,1,0,0,0,1,25389
2109, C Class,2019,Semi-Auto,2000,Petrol,1.5,0,0,0,1,0,0,0,1,25389
2110, C Class,2019,Semi-Auto,2000,Petrol,1.5,0,0,0,1,0,0,0,1,24389
2111, C Class,2019,Semi-Auto,2000,Petrol,1.5,0,0,0,1,0,0,0,1,26899
2112, C Class,2019,Semi-Auto,2000,Petrol,2.0,0,0,0,1,0,0,0,1,30749
2113, C Class,2019,Semi-Auto,9883,Diesel,2.0,0,0,0,1,1,0,0,0,20999
2114, C Class,2018,Semi-Auto,13924,Petrol,1.5,0,0,0,1,0,0,0,1,18899
2115, C Class,2019,Semi-Auto,1000,Petrol,1.5,0,0,0,1,0,0,0,1,34579
2116, C Class,2015,Semi-Auto,21019,Diesel,2.1,0,0,0,1,1,0,0,0,17399
2117, C Class,2017,Semi-Auto,21210,Diesel,2.1,0,0,0,1,1,0,0,0,24999
2118, C Class,2019,Semi-Auto,5433,Petrol,1.5,0,0,0,1,0,0,0,1,26099
2119, C Class,2017,Semi-Auto,34301,Diesel,2.1,0,0,0,1,1,0,0,0,15999
2120, C Class,2019,Semi-Auto,2924,Diesel,2.0,0,0,0,1,1,0,0,0,30099
2121, C Class,2019,Semi-Auto,4284,Diesel,2.0,0,0,0,1,1,0,0,0,30299
2122, C Class,2019,Semi-Auto,10260,Petrol,1.5,0,0,0,1,0,0,0,1,25399
2123, C Class,2019,Semi-Auto,8912,Diesel,2.0,0,0,0,1,1,0,0,0,26599
2124, C Class,2019,Semi-Auto,13280,Petrol,1.5,0,0,0,1,0,0,0,1,25449
2125, C Class,2019,Semi-Auto,11793,Petrol,1.5,0,0,0,1,0,0,0,1,25699
2126, C Class,2019,Semi-Auto,14271,Petrol,1.5,0,0,0,1,0,0,0,1,20299
2127, C Class,2019,Semi-Auto,8208,Diesel,2.0,0,0,0,1,1,0,0,0,29949
2128, C Class,2019,Semi-Auto,13181,Petrol,1.5,0,0,0,1,0,0,0,1,20449
2129, C Class,2019,Semi-Auto,14995,Diesel,2.0,0,0,0,1,1,0,0,0,25549
2130, C Class,2019,Semi-Auto,9687,Petrol,1.5,0,0,0,1,0,0,0,1,25349
2131, C Class,2019,Semi-Auto,6519,Petrol,2.0,0,0,0,1,0,0,0,1,28300
2132, C Class,2019,Semi-Auto,11549,Petrol,2.0,0,0,0,1,0,0,0,1,28000
2133, C Class,2019,Semi-Auto,3116,Petrol,2.0,0,0,0,1,0,0,0,1,28800
2134, C Class,2019,Semi-Auto,4650,Petrol,2.0,0,0,0,1,0,0,0,1,29000
2135, C Class,2019,Semi-Auto,481,Petrol,1.5,0,0,0,1,0,0,0,1,25000
2136, C Class,2019,Semi-Auto,2198,Petrol,1.5,0,0,0,1,0,0,0,1,29000
2137, C Class,2019,Semi-Auto,5339,Petrol,3.0,0,0,0,1,0,0,0,1,41000
2138, C Class,2019,Semi-Auto,5104,Diesel,2.0,0,0,0,1,1,0,0,0,31450
2139, C Class,2019,Semi-Auto,7000,Diesel,2.0,0,0,0,1,1,0,0,0,31500
2140, C Class,2016,Automatic,53065,Diesel,2.1,1,0,0,0,1,0,0,0,13000
2141, C Class,2019,Semi-Auto,4004,Petrol,1.5,0,0,0,1,0,0,0,1,25299
2142, C Class,2019,Semi-Auto,2648,Petrol,1.5,0,0,0,1,0,0,0,1,25599
2143, C Class,2019,Semi-Auto,12961,Petrol,1.5,0,0,0,1,0,0,0,1,26599
2144, C Class,2019,Semi-Auto,20001,Diesel,2.0,0,0,0,1,1,0,0,0,28099
2145, C Class,2019,Semi-Auto,9905,Diesel,2.0,0,0,0,1,1,0,0,0,24599
2146, C Class,2019,Semi-Auto,5917,Diesel,2.0,0,0,0,1,1,0,0,0,27349
2147, C Class,2019,Semi-Auto,5071,Diesel,2.0,0,0,0,1,1,0,0,0,29549
2148, C Class,2019,Semi-Auto,7193,Petrol,2.0,0,0,0,1,0,0,0,1,29999
2149, C Class,2019,Semi-Auto,8123,Diesel,2.0,0,0,0,1,1,0,0,0,29399
2150, C Class,2018,Automatic,7317,Petrol,1.5,1,0,0,0,0,0,0,1,25999
